  Package                                   Version  Build               Channel                                                                   Size
  + r-squarem                                2021.1  r41hc72bb7e_0       conda-forge/noarch                                                      194 KB
  + r-stringi                                 1.7.4  r41hd783aa8_0       conda-forge/osx-64                                                      Cached
  + r-stringr                                 1.4.0  r41hc72bb7e_2       conda-forge/noarch                                                      Cached
  + r-survival                               3.2_13  r41h28b5c78_0       conda-forge/osx-64                                                        7 MB
  + r-sys                                       3.4  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-testthat                                3.0.4  r41h9951f98_0       conda-forge/osx-64                                                      Cached
  + r-tibble                                  3.1.4  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-tidygraph                               1.2.0  r41h9951f98_0       conda-forge/osx-64                                                      Cached
  + r-tidyr                                   1.1.3  r41h9951f98_0       conda-forge/osx-64                                                      Cached
  + r-tidyselect                              1.1.1  r41hbe3e9c8_0       conda-forge/osx-64                                                      Cached
  + r-tidytree                                0.3.5  r41hc72bb7e_0       conda-forge/noarch                                                      272 KB
  + r-timedate                             3043.102  r41hc72bb7e_1002    conda-forge/noarch                                                        2 MB
  + r-tinytex                                  0.33  r41hc72bb7e_0       conda-forge/noarch                                                      Cached
  + r-tweenr                                  1.0.2  r41h9951f98_0       conda-forge/osx-64                                                      Cached
  + r-usethis                                 2.0.1  r41hc72bb7e_0       conda-forge/noarch                                                      698 KB
  + r-utf8                                    1.2.2  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-vctrs                                   0.3.8  r41h28b5c78_1       conda-forge/osx-64                                                      Cached
  + r-viridis                                 0.6.1  r41hc72bb7e_1       conda-forge/noarch                                                      Cached
  + r-viridislite                             0.4.0  r41hc72bb7e_0       conda-forge/noarch                                                      Cached
  + r-waldo                                   0.3.0  r41hc72bb7e_0       conda-forge/noarch                                                      Cached
  + r-whisker                                   0.4  r41hc72bb7e_1       conda-forge/noarch                                                       80 KB
  + r-withr                                   2.4.2  r41hc72bb7e_0       conda-forge/noarch                                                      Cached
  + r-xfun                                     0.25  r41h9951f98_0       conda-forge/osx-64                                                      Cached
  + r-xml                                  3.99_0.7  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + r-xml2                                    1.3.2  r41h9951f98_1       conda-forge/osx-64                                                      Cached
  + r-xopen                                   1.0.0  r41hc72bb7e_1003    conda-forge/noarch                                                       28 KB
  + r-xtable                                  1.8_4  r41hc72bb7e_3       conda-forge/noarch                                                      Cached
  + r-yaml                                    2.2.1  r41h28b5c78_1       conda-forge/osx-64                                                      Cached
  + r-yulab.utils                             0.0.2  r41hc72bb7e_0       conda-forge/noarch                                                       30 KB
  + r-zip                                     2.2.0  r41h28b5c78_0       conda-forge/osx-64                                                      Cached
  + readline                                    8.1  h05e3726_0          conda-forge/osx-64                                                      Cached
  + tapi                                  1100.0.11  h9ce4665_0          conda-forge/osx-64                                                      Cached
  + tk                                       8.6.11  h5dbffcc_1          conda-forge/osx-64                                                      Cached
  + tktable                                    2.10  h49f0cf7_3          conda-forge/osx-64                                                      Cached
  + xz                                        5.2.5  haf1e3a3_1          conda-forge/osx-64                                                      Cached
  + zlib                                     1.2.11  h7795811_1010       conda-forge/osx-64                                                      Cached
  + zstd                                      1.5.0  h582d3a0_0          conda-forge/osx-64                                                      Cached

  Summary:

  Install: 344 packages

  Total download: 77 MB

─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────

Updating build index: /Users/runner/conda/conda-bld

TEST START: /var/folders/24/8k48jl6d249_n_qfxwsl6xvm0000gn/T/tmpslizgje4/noarch/bioconductor-multisight-1.0.0-r41hdfd78af_0.tar.bz2

## Package Plan ##

  environment location: /Users/runner/conda/conda-bld/bioconductor-multisight_1631250828527/_test_env_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_placehold_place


The following NEW packages will be INSTALLED:

    _r-mutex:                          1.0.1-anacondar_1         conda-forge                                                        
    bioconductor-annotate:             1.70.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-annotationdbi:        1.54.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-biobase:              2.52.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-biocgenerics:         0.38.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-biocparallel:         1.26.0-r41h832b226_0      bioconda                                                           
    bioconductor-biosigner:            1.20.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-biostrings:           2.60.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-clusterprofiler:      4.0.0-r41hdfd78af_0       bioconda                                                           
    bioconductor-delayedarray:         0.18.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-deseq2:               1.32.0-r41h832b226_0      bioconda                                                           
    bioconductor-do.db:                2.9-0                     bioconda                                                           
    bioconductor-dose:                 3.18.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-enrichplot:           1.12.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-fgsea:                1.18.0-r41h832b226_0      bioconda                                                           
    bioconductor-genefilter:           1.74.0-r41hcf7da7f_0      bioconda                                                           
    bioconductor-geneplotter:          1.70.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-genomeinfodb:         1.28.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-genomeinfodbdata:     1.2.6-r41hdfd78af_0       bioconda                                                           
    bioconductor-genomicranges:        1.44.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-ggtree:               3.0.1-r41hdfd78af_0       bioconda                                                           
    bioconductor-go.db:                3.13.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-gosemsim:             2.18.0-r41h832b226_0      bioconda                                                           
    bioconductor-graph:                1.70.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-graphite:             1.38.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-iranges:              2.26.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-keggrest:             1.32.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-limma:                3.48.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-matrixgenerics:       1.4.0-r41hdfd78af_0       bioconda                                                           
    bioconductor-mixomics:             6.16.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-multidataset:         1.20.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-multisight:           1.0.0-r41hdfd78af_0       file:///var/folders/24/8k48jl6d249_n_qfxwsl6xvm0000gn/T/tmpslizgje4
    bioconductor-qvalue:               2.24.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-reactome.db:          1.76.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-reactomepa:           1.36.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-ropls:                1.24.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-rwikipathways:        1.12.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-s4vectors:            0.30.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-summarizedexperiment: 1.22.0-r41hdfd78af_0      bioconda                                                           
    bioconductor-treeio:               1.16.1-r41hdfd78af_0      bioconda                                                           
    bioconductor-xvector:              0.32.0-r41h68a2ddb_0      bioconda                                                           
    bioconductor-zlibbioc:             1.38.0-r41h68a2ddb_0      bioconda                                                           
    bwidget:                           1.9.14-h694c41f_0         conda-forge                                                        
    bzip2:                             1.0.8-h0d85af4_4          conda-forge                                                        
    c-ares:                            1.17.2-h0d85af4_0         conda-forge                                                        
    ca-certificates:                   2021.5.30-h033912b_0      conda-forge                                                        
    cairo:                             1.16.0-he43a7df_1008      conda-forge                                                        
    cctools_osx-64:                    973.0.1-h3e07e27_1        conda-forge                                                        
    clang:                             12.0.1-h694c41f_3         conda-forge                                                        
    clang-12:                          12.0.1-default_he082bbe_3 conda-forge                                                        
    clang_osx-64:                      12.0.1-hb91bd55_1         conda-forge                                                        
    clangxx:                           12.0.1-default_he082bbe_3 conda-forge                                                        
    clangxx_osx-64:                    12.0.1-h7e1b574_1         conda-forge                                                        
    compiler-rt:                       12.0.1-he01351e_0         conda-forge                                                        
    compiler-rt_osx-64:                12.0.1-hd3f61c9_0         conda-forge                                                        
    curl:                              7.78.0-hb861fe1_0         conda-forge                                                        
    font-ttf-dejavu-sans-mono:         2.37-hab24e00_0           conda-forge                                                        
    font-ttf-inconsolata:              3.000-h77eed37_0          conda-forge                                                        
    font-ttf-source-code-pro:          2.038-h77eed37_0          conda-forge                                                        
    font-ttf-ubuntu:                   0.83-hab24e00_0           conda-forge                                                        
    fontconfig:                        2.13.1-h10f422b_1005      conda-forge                                                        
    fonts-conda-ecosystem:             1-0                       conda-forge                                                        
    fonts-conda-forge:                 1-0                       conda-forge                                                        
    freetype:                          2.10.4-h4cff582_1         conda-forge                                                        
    fribidi:                           1.0.10-hbcb3906_0         conda-forge                                                        
    gettext:                           0.19.8.1-h7937167_1005    conda-forge                                                        
    gfortran_impl_osx-64:              9.3.0-h9cc0e5e_23         conda-forge                                                        
    gfortran_osx-64:                   9.3.0-h18f7dce_14         conda-forge                                                        
    gmp:                               6.2.1-h2e338ed_0          conda-forge                                                        
    graphite2:                         1.3.13-h2e338ed_1001      conda-forge                                                        
    gsl:                               2.7-h93259b0_0            conda-forge                                                        
    harfbuzz:                          2.9.1-h159f659_0          conda-forge                                                        
    icu:                               68.1-h74dc148_0           conda-forge                                                        
    isl:                               0.22.1-hb1e8313_2         conda-forge                                                        
    jbig:                              2.1-h0d85af4_2003         conda-forge                                                        
    jpeg:                              9d-hbcb3906_0             conda-forge                                                        
    krb5:                              1.19.2-hcfbf3a7_0         conda-forge                                                        
    ld64_osx-64:                       609-h2487922_1            conda-forge                                                        
    ldid:                              2.1.2-h7660a38_2          conda-forge                                                        
    lerc:                              2.2.1-h046ec9c_0          conda-forge                                                        
    libblas:                           3.9.0-11_osx64_openblas   conda-forge                                                        
    libcblas:                          3.9.0-11_osx64_openblas   conda-forge                                                        
    libclang-cpp12:                    12.0.1-default_he082bbe_3 conda-forge                                                        
    libcurl:                           7.78.0-hf45b732_0         conda-forge                                                        
    libcxx:                            12.0.1-habf9029_0         conda-forge                                                        
    libdeflate:                        1.7-h35c211d_5            conda-forge                                                        
    libedit:                           3.1.20191231-h0678c8f_2   conda-forge                                                        
    libev:                             4.33-haf1e3a3_1           conda-forge                                                        
    libffi:                            3.3-h046ec9c_2            conda-forge                                                        
    libgfortran:                       5.0.0-9_3_0_h6c81a4c_23   conda-forge                                                        
    libgfortran-devel_osx-64:          9.3.0-h6c81a4c_23         conda-forge                                                        
    libgfortran5:                      9.3.0-h6c81a4c_23         conda-forge                                                        
    libgit2:                           1.2.0-h14631ed_0          conda-forge                                                        
    libglib:                           2.68.4-hd556434_0         conda-forge                                                        
    libiconv:                          1.16-haf1e3a3_0           conda-forge                                                        
    liblapack:                         3.9.0-11_osx64_openblas   conda-forge                                                        
    libllvm12:                         12.0.1-hd011deb_2         conda-forge                                                        
    libnghttp2:                        1.43.0-h07e645a_0         conda-forge                                                        
    libopenblas:                       0.3.17-openmp_h3351f45_1  conda-forge                                                        
    libpng:                            1.6.37-h7cec526_2         conda-forge                                                        
    libssh2:                           1.10.0-h52ee1ee_0         conda-forge                                                        
    libtiff:                           4.3.0-h1167814_1          conda-forge                                                        
    libwebp-base:                      1.2.1-h0d85af4_0          conda-forge                                                        
    libxml2:                           2.9.12-h93ec3fd_0         conda-forge                                                        
    llvm-openmp:                       12.0.1-hda6cdc1_1         conda-forge                                                        
    llvm-tools:                        12.0.1-hd011deb_2         conda-forge                                                        
    lz4-c:                             1.9.3-he49afe7_1          conda-forge                                                        
    make:                              4.3-h22f3db7_1            conda-forge                                                        
    mpc:                               1.1.0-ha57cd0f_1009       conda-forge                                                        
    mpfr:                              4.1.0-h0f52abe_1          conda-forge                                                        
    ncurses:                           6.2-h2e338ed_4            conda-forge                                                        
    openssl:                           1.1.1l-h0d85af4_0         conda-forge                                                        
    pandoc:                            2.14.2-h0d85af4_0         conda-forge                                                        
    pango:                             1.48.9-ha05cd14_0         conda-forge                                                        
    pcre:                              8.45-he49afe7_0           conda-forge                                                        
    pcre2:                             10.37-ha16e1b2_0          conda-forge                                                        
    pixman:                            0.40.0-hbcb3906_0         conda-forge                                                        
    r:                                 4.1-r41hd8ed1ab_1004      conda-forge                                                        
    r-anylib:                          1.0.5-r41hc72bb7e_0       conda-forge                                                        
    r-ape:                             5.5-r41he5a6823_0         conda-forge                                                        
    r-aplot:                           0.1.0-r41hc72bb7e_0       conda-forge                                                        
    r-askpass:                         1.1-r41h28b5c78_2         conda-forge                                                        
    r-assertthat:                      0.2.1-r41hc72bb7e_2       conda-forge                                                        
    r-attempt:                         0.3.1-r41hc72bb7e_1       conda-forge                                                        
    r-backports:                       1.2.1-r41h28b5c78_0       conda-forge                                                        
    r-base:                            4.1.1-h65845f3_1          conda-forge                                                        
    r-base64enc:                       0.1_3-r41h28b5c78_1004    conda-forge                                                        
    r-bh:                              1.75.0_0-r41hc72bb7e_0    conda-forge                                                        
    r-biocmanager:                     1.30.16-r41hc72bb7e_0     conda-forge                                                        
    r-bit:                             4.0.4-r41h28b5c78_0       conda-forge                                                        
    r-bit64:                           4.0.5-r41h28b5c78_0       conda-forge                                                        
    r-bitops:                          1.0_7-r41h28b5c78_0       conda-forge                                                        
    r-blob:                            1.2.2-r41hc72bb7e_0       conda-forge                                                        
    r-boot:                            1.3_28-r41hc72bb7e_0      conda-forge                                                        
    r-brew:                            1.0_6-r41hc72bb7e_1003    conda-forge                                                        
    r-brio:                            1.1.2-r41h28b5c78_0       conda-forge                                                        
    r-bslib:                           0.3.0-r41hc72bb7e_0       conda-forge                                                        
    r-cachem:                          1.0.6-r41h28b5c78_0       conda-forge                                                        
    r-calibrate:                       1.7.7-r41hc72bb7e_0       conda-forge                                                        
    r-callr:                           3.7.0-r41hc72bb7e_0       conda-forge                                                        
    r-caret:                           6.0_88-r41h28b5c78_0      conda-forge                                                        
    r-checkmate:                       2.0.0-r41h28b5c78_1       conda-forge                                                        
    r-class:                           7.3_19-r41h28b5c78_0      conda-forge                                                        
    r-cli:                             3.0.1-r41h9951f98_1       conda-forge                                                        
    r-clipr:                           0.7.1-r41hc72bb7e_0       conda-forge                                                        
    r-cluster:                         2.1.2-r41h749f5a1_0       conda-forge                                                        
    r-codetools:                       0.2_18-r41hc72bb7e_0      conda-forge                                                        
    r-colorspace:                      2.0_2-r41h28b5c78_0       conda-forge                                                        
    r-commonmark:                      1.7-r41h28b5c78_1002      conda-forge                                                        
    r-config:                          0.3.1-r41hc72bb7e_0       conda-forge                                                        
    r-corpcor:                         1.6.9-r41hc72bb7e_1003    conda-forge                                                        
    r-covr:                            3.5.1-r41h9951f98_0       conda-forge                                                        
    r-cowplot:                         1.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-cpp11:                           0.3.1-r41hc72bb7e_0       conda-forge                                                        
    r-crayon:                          1.4.1-r41hc72bb7e_0       conda-forge                                                        
    r-credentials:                     1.3.1-r41hc72bb7e_0       conda-forge                                                        
    r-crosstalk:                       1.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-curl:                            4.3.2-r41h28b5c78_0       conda-forge                                                        
    r-data.table:                      1.14.0-r41h28b5c78_0      conda-forge                                                        
    r-dbi:                             1.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-desc:                            1.3.0-r41hc72bb7e_0       conda-forge                                                        
    r-devtools:                        2.4.2-r41hc72bb7e_0       conda-forge                                                        
    r-diffobj:                         0.3.4-r41h28b5c78_0       conda-forge                                                        
    r-digest:                          0.6.27-r41h9951f98_0      conda-forge                                                        
    r-dockerfiler:                     0.1.4-r41hc72bb7e_0       conda-forge                                                        
    r-downloader:                      0.4-r41hc72bb7e_1003      conda-forge                                                        
    r-dplyr:                           1.0.7-r41h9951f98_0       conda-forge                                                        
    r-dt:                              0.19-r41hc72bb7e_0        conda-forge                                                        
    r-e1071:                           1.7_8-r41h9951f98_0       conda-forge                                                        
    r-easypubmed:                      2.13-r41hc72bb7e_0        conda-forge                                                        
    r-ellipse:                         0.4.2-r41hc72bb7e_0       conda-forge                                                        
    r-ellipsis:                        0.3.2-r41h28b5c78_0       conda-forge                                                        
    r-evaluate:                        0.14-r41hc72bb7e_2        conda-forge                                                        
    r-fansi:                           0.5.0-r41h28b5c78_0       conda-forge                                                        
    r-farver:                          2.1.0-r41h9951f98_0       conda-forge                                                        
    r-fastmap:                         1.1.0-r41h9951f98_0       conda-forge                                                        
    r-fastmatch:                       1.1_3-r41h28b5c78_0       conda-forge                                                        
    r-foreach:                         1.5.1-r41hc72bb7e_0       conda-forge                                                        
    r-foreign:                         0.8_81-r41h28b5c78_0      conda-forge                                                        
    r-formatr:                         1.11-r41hc72bb7e_0        conda-forge                                                        
    r-fs:                              1.5.0-r41h9951f98_0       conda-forge                                                        
    r-futile.logger:                   1.4.3-r41hc72bb7e_1003    conda-forge                                                        
    r-futile.options:                  1.0.1-r41hc72bb7e_1002    conda-forge                                                        
    r-future:                          1.22.1-r41hc72bb7e_0      conda-forge                                                        
    r-future.apply:                    1.8.1-r41hc72bb7e_0       conda-forge                                                        
    r-gbrd:                            0.4_11-r41hc72bb7e_1002   conda-forge                                                        
    r-generics:                        0.1.0-r41hc72bb7e_0       conda-forge                                                        
    r-gert:                            1.3.2-r41h37a4156_1       conda-forge                                                        
    r-ggforce:                         0.3.3-r41h9951f98_0       conda-forge                                                        
    r-ggplot2:                         3.3.5-r41hc72bb7e_0       conda-forge                                                        
    r-ggplotify:                       0.1.0-r41hc72bb7e_0       conda-forge                                                        
    r-ggraph:                          2.0.5-r41h9951f98_0       conda-forge                                                        
    r-ggrepel:                         0.9.1-r41h9951f98_0       conda-forge                                                        
    r-gh:                              1.3.0-r41hc72bb7e_0       conda-forge                                                        
    r-git2r:                           0.28.0-r41h5ea82b1_0      conda-forge                                                        
    r-gitcreds:                        0.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-globals:                         0.14.0-r41hc72bb7e_0      conda-forge                                                        
    r-glue:                            1.4.2-r41h28b5c78_0       conda-forge                                                        
    r-golem:                           0.3.1-r41hc72bb7e_0       conda-forge                                                        
    r-gower:                           0.2.2-r41h28b5c78_0       conda-forge                                                        
    r-graphlayouts:                    0.7.1-r41h9951f98_0       conda-forge                                                        
    r-gridextra:                       2.3-r41hc72bb7e_1003      conda-forge                                                        
    r-gridgraphics:                    0.5_1-r41hc72bb7e_0       conda-forge                                                        
    r-gtable:                          0.3.0-r41hc72bb7e_3       conda-forge                                                        
    r-here:                            1.0.1-r41hc72bb7e_0       conda-forge                                                        
    r-highr:                           0.9-r41hc72bb7e_0         conda-forge                                                        
    r-htmltools:                       0.5.2-r41h9951f98_0       conda-forge                                                        
    r-htmlwidgets:                     1.5.4-r41hc72bb7e_0       conda-forge                                                        
    r-httpuv:                          1.6.2-r41h9951f98_0       conda-forge                                                        
    r-httr:                            1.4.2-r41hc72bb7e_0       conda-forge                                                        
    r-igraph:                          1.2.6-r41hc81bdb1_1       conda-forge                                                        
    r-infotheo:                        1.2.0-r41h9951f98_1004    conda-forge                                                        
    r-ini:                             0.3.1-r41hc72bb7e_1003    conda-forge                                                        
    r-ipred:                           0.9_11-r41h28b5c78_0      conda-forge                                                        
    r-isoband:                         0.2.5-r41h9951f98_0       conda-forge                                                        
    r-iterators:                       1.0.13-r41hc72bb7e_0      conda-forge                                                        
    r-jquerylib:                       0.1.4-r41hc72bb7e_0       conda-forge                                                        
    r-jsonlite:                        1.7.2-r41h28b5c78_0       conda-forge                                                        
    r-kernsmooth:                      2.23_20-r41he19034d_0     conda-forge                                                        
    r-knitr:                           1.34-r41hc72bb7e_0        conda-forge                                                        
    r-labeling:                        0.4.2-r41hc72bb7e_0       conda-forge                                                        
    r-lambda.r:                        1.2.4-r41hc72bb7e_1       conda-forge                                                        
    r-later:                           1.2.0-r41h9951f98_0       conda-forge                                                        
    r-lattice:                         0.20_44-r41h28b5c78_0     conda-forge                                                        
    r-lava:                            1.6.10-r41hc72bb7e_0      conda-forge                                                        
    r-lazyeval:                        0.2.2-r41h28b5c78_2       conda-forge                                                        
    r-lifecycle:                       1.0.0-r41hc72bb7e_0       conda-forge                                                        
    r-listenv:                         0.8.0-r41hc72bb7e_1       conda-forge                                                        
    r-locfit:                          1.5_9.4-r41h28b5c78_1     conda-forge                                                        
    r-lubridate:                       1.7.10-r41h9951f98_0      conda-forge                                                        
    r-magrittr:                        2.0.1-r41h28b5c78_1       conda-forge                                                        
    r-markdown:                        1.1-r41h28b5c78_1         conda-forge                                                        
    r-mass:                            7.3_54-r41h28b5c78_0      conda-forge                                                        
    r-matrix:                          1.3_4-r41hc2c5f09_0       conda-forge                                                        
    r-matrixstats:                     0.60.1-r41h28b5c78_0      conda-forge                                                        
    r-memoise:                         2.0.0-r41hc72bb7e_0       conda-forge                                                        
    r-metap:                           1.1-r41hc72bb7e_2         conda-forge                                                        
    r-mgcv:                            1.8_36-r41hc2c5f09_0      conda-forge                                                        
    r-mime:                            0.11-r41h28b5c78_0        conda-forge                                                        
    r-modelmetrics:                    1.2.2.2-r41h9951f98_1     conda-forge                                                        
    r-munsell:                         0.5.0-r41hc72bb7e_1003    conda-forge                                                        
    r-networkd3:                       0.4-r41hc72bb7e_1004      conda-forge                                                        
    r-nlme:                            3.1_153-r41h749f5a1_0     conda-forge                                                        
    r-nnet:                            7.3_16-r41h28b5c78_0      conda-forge                                                        
    r-numderiv:                        2016.8_1.1-r41hc72bb7e_3  conda-forge                                                        
    r-openssl:                         1.4.5-r41hd95e000_0       conda-forge                                                        
    r-parallelly:                      1.28.1-r41hc72bb7e_0      conda-forge                                                        
    r-patchwork:                       1.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-pillar:                          1.6.2-r41hc72bb7e_0       conda-forge                                                        
    r-pkgbuild:                        1.2.0-r41hc72bb7e_0       conda-forge                                                        
    r-pkgconfig:                       2.0.3-r41hc72bb7e_1       conda-forge                                                        
    r-pkgload:                         1.2.1-r41h9951f98_0       conda-forge                                                        
    r-plogr:                           0.2.0-r41hc72bb7e_1003    conda-forge                                                        
    r-plyr:                            1.8.6-r41h9951f98_1       conda-forge                                                        
    r-png:                             0.1_7-r41h28b5c78_1004    conda-forge                                                        
    r-polyclip:                        1.10_0-r41h9951f98_2      conda-forge                                                        
    r-ppcor:                           1.1-r41ha770c72_1003      conda-forge                                                        
    r-praise:                          1.0.0-r41hc72bb7e_1004    conda-forge                                                        
    r-prettyunits:                     1.1.1-r41hc72bb7e_1       conda-forge                                                        
    r-proc:                            1.18.0-r41h9951f98_0      conda-forge                                                        
    r-processx:                        3.5.2-r41h28b5c78_0       conda-forge                                                        
    r-prodlim:                         2019.11.13-r41h9951f98_1  conda-forge                                                        
    r-progressr:                       0.8.0-r41hc72bb7e_0       conda-forge                                                        
    r-promises:                        1.2.0.1-r41h9951f98_0     conda-forge                                                        
    r-proxy:                           0.4_26-r41h28b5c78_0      conda-forge                                                        
    r-ps:                              1.6.0-r41h28b5c78_0       conda-forge                                                        
    r-purrr:                           0.3.4-r41h28b5c78_1       conda-forge                                                        
    r-qqman:                           0.1.8-r41hc72bb7e_0       conda-forge                                                        
    r-r6:                              2.5.1-r41hc72bb7e_0       conda-forge                                                        
    r-randomforest:                    4.6_14-r41h749f5a1_1004   conda-forge                                                        
    r-rappdirs:                        0.3.3-r41h28b5c78_0       conda-forge                                                        
    r-rarpack:                         0.11_0-r41hc72bb7e_1003   conda-forge                                                        
    r-rbibutils:                       2.2.3-r41h28b5c78_0       conda-forge                                                        
    r-rcmdcheck:                       1.3.3-r41hc72bb7e_3       conda-forge                                                        
    r-rcolorbrewer:                    1.1_2-r41h785f33e_1003    conda-forge                                                        
    r-rcpp:                            1.0.7-r41h9951f98_0       conda-forge                                                        
    r-rcpparmadillo:                   0.10.6.0.0-r41he5a6823_0  conda-forge                                                        
    r-rcppeigen:                       0.3.3.9.1-r41he5a6823_0   conda-forge                                                        
    r-rcurl:                           1.98_1.4-r41h28b5c78_0    conda-forge                                                        
    r-rdpack:                          2.1.2-r41hc72bb7e_0       conda-forge                                                        
    r-recipes:                         0.1.16-r41hc72bb7e_0      conda-forge                                                        
    r-recommended:                     4.1-r41hd8ed1ab_1004      conda-forge                                                        
    r-rematch2:                        2.1.2-r41hc72bb7e_1       conda-forge                                                        
    r-remotes:                         2.4.0-r41hc72bb7e_0       conda-forge                                                        
    r-reshape2:                        1.4.4-r41h9951f98_1       conda-forge                                                        
    r-rex:                             1.2.0-r41hc72bb7e_1       conda-forge                                                        
    r-rjson:                           0.2.20-r41h9951f98_1002   conda-forge                                                        
    r-rlang:                           0.4.11-r41h28b5c78_0      conda-forge                                                        
    r-rmarkdown:                       2.10-r41hc72bb7e_0        conda-forge                                                        
    r-roxygen2:                        7.1.2-r41h9951f98_0       conda-forge                                                        
    r-rpart:                           4.1_15-r41h28b5c78_2      conda-forge                                                        
    r-rprojroot:                       2.0.2-r41hc72bb7e_0       conda-forge                                                        
    r-rspectra:                        0.16_0-r41he5a6823_4      conda-forge                                                        
    r-rsqlite:                         2.2.5-r41h9951f98_0       conda-forge                                                        
    r-rstudioapi:                      0.13-r41hc72bb7e_0        conda-forge                                                        
    r-rvcheck:                         0.1.8-r41hc72bb7e_1       conda-forge                                                        
    r-rversions:                       2.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-sass:                            0.4.0-r41h9951f98_0       conda-forge                                                        
    r-scales:                          1.1.1-r41hc72bb7e_0       conda-forge                                                        
    r-scatterpie:                      0.1.6-r41hc72bb7e_0       conda-forge                                                        
    r-sessioninfo:                     1.1.1-r41hc72bb7e_1002    conda-forge                                                        
    r-shadowtext:                      0.0.8-r41hc72bb7e_0       conda-forge                                                        
    r-shiny:                           1.6.0-r41hc72bb7e_0       conda-forge                                                        
    r-shinydashboard:                  0.7.1-r41hc72bb7e_1002    conda-forge                                                        
    r-snow:                            0.4_3-r41hc72bb7e_1002    conda-forge                                                        
    r-sourcetools:                     0.1.7-r41he49afe7_1002    conda-forge                                                        
    r-spatial:                         7.3_14-r41h28b5c78_0      conda-forge                                                        
    r-squarem:                         2021.1-r41hc72bb7e_0      conda-forge                                                        
    r-stringi:                         1.7.4-r41hd783aa8_0       conda-forge                                                        
    r-stringr:                         1.4.0-r41hc72bb7e_2       conda-forge                                                        
    r-survival:                        3.2_13-r41h28b5c78_0      conda-forge                                                        
    r-sys:                             3.4-r41h28b5c78_0         conda-forge                                                        
    r-testthat:                        3.0.4-r41h9951f98_0       conda-forge                                                        
    r-tibble:                          3.1.4-r41h28b5c78_0       conda-forge                                                        
    r-tidygraph:                       1.2.0-r41h9951f98_0       conda-forge                                                        
    r-tidyr:                           1.1.3-r41h9951f98_0       conda-forge                                                        
    r-tidyselect:                      1.1.1-r41hbe3e9c8_0       conda-forge                                                        
    r-tidytree:                        0.3.5-r41hc72bb7e_0       conda-forge                                                        
    r-timedate:                        3043.102-r41hc72bb7e_1002 conda-forge                                                        
    r-tinytex:                         0.33-r41hc72bb7e_0        conda-forge                                                        
    r-tweenr:                          1.0.2-r41h9951f98_0       conda-forge                                                        
    r-usethis:                         2.0.1-r41hc72bb7e_0       conda-forge                                                        
    r-utf8:                            1.2.2-r41h28b5c78_0       conda-forge                                                        
    r-vctrs:                           0.3.8-r41h28b5c78_1       conda-forge                                                        
    r-viridis:                         0.6.1-r41hc72bb7e_1       conda-forge                                                        
    r-viridislite:                     0.4.0-r41hc72bb7e_0       conda-forge                                                        
    r-waldo:                           0.3.0-r41hc72bb7e_0       conda-forge                                                        
    r-whisker:                         0.4-r41hc72bb7e_1         conda-forge                                                        
    r-withr:                           2.4.2-r41hc72bb7e_0       conda-forge                                                        
    r-xfun:                            0.25-r41h9951f98_0        conda-forge                                                        
